"","Study_ID","Site_ID","Exp_ID","Study_Code","Study_title","Country","Site","Vector","Vector_subtype","Lat","Long","Method_screen","Indoors_Outside","n_total","n_human","n_mammPet","n_mammFarmed","n_mammWild","n_birdDomest","n_birdWild","n_others","n_birdZoo","n_mammZoo","n_unidentified","bio1_b10","bio12_b10","bio14_b10","bio15_b10","bio1_b20","bio12_b20","bio14_b20","bio15_b20","elevation","cropland_b10","water_b10","urban_b10","grassland_b10","treecover_b10","shrubland_b10","cropland_b20","water_b20","urban_b20","grassland_b20","treecover_b20","shrubland_b20","realm","NDVI.mean","NDVI.SD","glw3_buffalo_b10","glw3_cattle_b10","glw3_chicken_b10","glw3_duck_b10","glw3_horse_b10","glw3_goat_b10","glw3_pig_b10","glw3_sheep_b10","glw3_buffalo_b20","glw3_cattle_b20","glw3_chicken_b20","glw3_duck_b20","glw3_horse_b20","glw3_goat_b20","glw3_pig_b20","glw3_sheep_b20","glw3_sheep.goat_b10","glw3_cattle2_b10","glw3_ruminant_b10","glw3_poultry_b10","glw3_livestock_b10","glw3_sheep.goat_b20","glw3_cattle2_b20","glw3_ruminant_b20","glw3_poultry_b20","glw3_livestock_b20","gpw4_human_b10","gpw4_human_b20","landcov_PC1","landcov_PC2","farmed_PC1","farmed_PC2"
"105","P_1","S_109","E_132","munoz_2011_host-feeding_patterns_of","Host-Feeding Patterns of Native Culex pipiens and Invasive Aedes albopictus Mosquitoes (Diptera: Culicidae) in Urban Zones From Barcelona, Spain","Spain","Barcelona","Cx. pipiens complex","Cx_pipiens_sl",41.319,2.081,"DNA","Outside",41,15,15,0,0,1,10,0,0,0,0,16.6,619,24,34,16.6,619,24,34,6,0.0737779808131567,0.321608040201005,0.402923709456373,0.00433988122430333,0.0433988122430333,0.0029693924166286,0.0184371254067013,0.0803698841258063,0.100690678691706,0.00188366915919858,0.0509732290655859,0.01895085335921,"Palearctic",1135,3416,1.23879058875924,1.42650021561895,2407.34376913,32.0792962381797,121.055471310416,115.577505995196,421.320666544831,3173.09316848515,1.23879058875924,1.42650021561895,2407.34376913,32.0792962381797,121.055471310416,115.577505995196,421.320666544831,3173.09316848515,3288.67067448034,2.66529080437819,3291.33596528472,2439.42306536818,3833.71210313997,3288.67067448034,2.66529080437819,3291.33596528472,2439.42306536818,3833.71210313997,2024.48217773438,2024.48217773438,-0.667927000410902,0.13193870941733,0.0180782788594151,-0.155029866697012
"106","P_1","S_110","E_133","munoz_2012_feeding_patterns_of","Feeding Patterns of Potential West Nile Virus Vectors in South-West Spain","Spain","Donana","Cx. pipiens complex","Cx_pipiens_sl",36.997069,-6.348297,"DNA","Outside",12,0,0,0,0,0,12,0,0,0,1,17.9,536,1,65,17.9,536,1,65,1,0.0900704054382132,0.567613498421947,0,0.00436999271667881,0.025977178926924,0.000242777373148823,0.022506673137588,0.141834506187818,0,0.00630914826498423,0.0511404998786702,0.0024872603736957,"Palearctic",1583,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66674327850342,9.66674327850342,-0.640019774319139,-0.242130723542404,-0.0708907524229942,-0.213171361595841
"107","P_1","S_111","E_134","munoz_2012_feeding_patterns_of","Feeding Patterns of Potential West Nile Virus Vectors in South-West Spain","Spain","Odiel","Cx. pipiens complex","Cx_pipiens_sl",37.267,-6.892,"DNA","Outside",61,4,0,0,0,0,57,0,0,0,6,17.8,473,1,64,17.8,473,1,64,8,0.169491525423729,0.0956416464891041,0.0835351089588378,0.00653753026634383,0.0561743341404358,0.00799031476997579,0.0423062975945848,0.0238728393569443,0.0208509609573311,0.00193400217575245,0.0748217091744228,0.00676900761513357,"Palearctic",3172,2040,0,282.947974473679,16164.8722030337,4.03994781127079,65.1528196196032,51.37469859744,371.080514814891,173.028043468543,0,282.947974473679,16164.8722030337,4.03994781127079,65.1528196196032,51.37469859744,371.080514814891,173.028043468543,224.402742065983,282.947974473679,507.350716539662,16168.912150845,943.584050974156,224.402742065983,282.947974473679,507.350716539662,16168.912150845,943.584050974156,1144.60559082031,1144.60559082031,-0.0147274489077328,0.0458425516864721,-0.0929428966475907,-0.20645942819963
"108","P_1","S_113","E_136","musa_2020_arboviruses_and_blood","Arboviruses and Blood Meal Sources in Zoophilic Mosquitoes at Human-Wildlife Interfaces in Kenya","Kenya","Shimba Hills National Reserve.","Cx. pipiens complex","Cx_pipiens_sl",-4.249,39.386,"DNA (qPCR-HRM)",NA,37,29,1,0,0,2,5,0,0,0,0,24.8,1121,21,62,24.8,1121,21,62,306,0.495321460911561,0,0,0,0.451252641110776,0,0.123625131836673,0,0,0,0.302923007382854,0.00346542112400181,"Afrotropical",6367,1867,0,2804.83891212611,9867.84787390543,361.73749198584,0,5718.08987874199,7.2002047352757,414.649303911063,0,2804.83891212611,9867.84787390543,361.73749198584,0,5718.08987874199,7.2002047352757,414.649303911063,6132.73918265305,2804.83891212611,8937.57809477917,10229.5853658913,8944.77829951444,6132.73918265305,2804.83891212611,8937.57809477917,10229.5853658913,8944.77829951444,0.615809082984924,0.615809082984924,0.603407899095104,-0.571459258533754,0.554097780759042,0.336728618722392
"109","P_1","S_113","E_137","musa_2020_arboviruses_and_blood","Arboviruses and Blood Meal Sources in Zoophilic Mosquitoes at Human-Wildlife Interfaces in Kenya","Kenya","Shimba Hills National Reserve.","Ae. aegypti",NA,-4.249,39.386,"DNA (qPCR-HRM)",NA,10,9,1,0,0,0,0,0,0,0,0,24.8,1121,21,62,24.8,1121,21,62,306,0.495321460911561,0,0,0,0.451252641110776,0,0.123625131836673,0,0,0,0.302923007382854,0.00346542112400181,"Afrotropical",6367,1867,0,2804.83891212611,9867.84787390543,361.73749198584,0,5718.08987874199,7.2002047352757,414.649303911063,0,2804.83891212611,9867.84787390543,361.73749198584,0,5718.08987874199,7.2002047352757,414.649303911063,6132.73918265305,2804.83891212611,8937.57809477917,10229.5853658913,8944.77829951444,6132.73918265305,2804.83891212611,8937.57809477917,10229.5853658913,8944.77829951444,0.615809082984924,0.615809082984924,0.603407899095104,-0.571459258533754,0.554097780759042,0.336728618722392
"110","P_1","S_114","E_138","ogola_2017_composition_of_anopheles","Composition of Anopheles mosquitoes, their blood-meal hosts, and Plasmodium falciparum infection rates in three islands with disparate bed net coverage in Lake Victoria, Kenya","Kenya","Mageta","An. gambiae",NA,-0.135,34.007,"DNA","Both_In_&_Out",292,237,6,33,5,9,1,1,0,0,19,22.5,941,36,49,22.5,941,36,49,1142,0.014505893019039,0.940767603505591,0.000302206104563312,0.000906618313689937,0.0308250226654578,0.00785735871864612,0.00362976406533575,0.235405323653962,7.56200846944949e-05,0.000907441016333938,0.0663944343617665,0.00839382940108893,"Afrotropical",-386,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.095153808594,774.095153808594,-1.20043808349531,-0.419255380261391,-0.0708907524229942,-0.213171361595841
"111","P_1","S_114","E_139","ogola_2017_composition_of_anopheles","Composition of Anopheles mosquitoes, their blood-meal hosts, and Plasmodium falciparum infection rates in three islands with disparate bed net coverage in Lake Victoria, Kenya","Kenya","Mageta","An. funestus",NA,-0.135,34.007,"DNA","Both_In_&_Out",15,15,0,0,0,0,0,0,0,0,1,22.5,941,36,49,22.5,941,36,49,1142,0.014505893019039,0.940767603505591,0.000302206104563312,0.000906618313689937,0.0308250226654578,0.00785735871864612,0.00362976406533575,0.235405323653962,7.56200846944949e-05,0.000907441016333938,0.0663944343617665,0.00839382940108893,"Afrotropical",-386,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.095153808594,774.095153808594,-1.20043808349531,-0.419255380261391,-0.0708907524229942,-0.213171361595841
"112","P_1","S_117","E_144","ogola_2023_analyses_of_mosquito","Analyses of Mosquito Species Composition, Blood-Feeding Habits and Infection with Insect-Specific Flaviviruses in Two Arid, Pastoralist-Dominated Counties in Kenya","Kenya","Baringo, Ntepes","Cx. pipiens complex","Cx_pipiens_sl",0.466,35.967,"DNA","Outside",16,6,0,10,0,0,0,0,0,0,4,22.7,810,26,43,22.7,810,26,43,1051,0.153147699757869,0,0,0.149515738498789,0.580508474576271,0.0130145278450363,0.0382377389858687,0,0,0.0994483488249074,0.503967354341419,0.0597748054107156,"Afrotropical",4787,1477,0,2818.80608058068,4039.14665471071,216.63437668428,0,7520.98598163203,12.9123236831141,3765.7419112555,0,2818.80608058068,4039.14665471071,216.63437668428,0,7520.98598163203,12.9123236831141,3765.7419112555,11286.7278928875,2818.80608058068,14105.5339734682,4255.78103139499,14118.4462971513,11286.7278928875,2818.80608058068,14105.5339734682,4255.78103139499,14118.4462971513,52.0272979736328,52.0272979736328,0.494804621356606,-0.373034383909454,0.863291390917031,0.582640544382417
"113","P_1","S_122","E_149","olson_2020_high_rate_of","High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas","USA","Weslaco","Ae. aegypti",NA,26.149,-97.984,"DNA","Both_In_&_Out",186,57,115,6,2,6,0,0,0,0,44,23.1,621,18,51,23.1,621,18,51,27,0.047813094267862,0.00733496332518337,0.0747079597935344,0.00461831024178212,0,0.00353164900842162,0.0119679042567659,0.0018359853121175,0.0186998504011968,0.00441996464028288,0.00101999184006528,0.00197198422412621,"Nearctic",4447,1554,0,952.727049921517,53.0198533056976,0.84420775988787,187.104852742421,124.234312560743,17.1748576060117,50.2691375974103,0,952.727049921517,53.0198533056976,0.84420775988787,187.104852742421,124.234312560743,17.1748576060117,50.2691375974103,174.503450158154,952.727049921517,1127.23050007967,53.8640610655855,1331.5102104281,174.503450158154,952.727049921517,1127.23050007967,53.8640610655855,1331.5102104281,1103.01440429688,1103.01440429688,0.179210713945591,0.199346754209883,-0.0873271886396091,-0.282667234623932
"114","P_1","S_122","E_150","olson_2020_high_rate_of","High Rate of Non-Human Feeding by Aedes aegypti Reduces Zika Virus Transmission in South Texas","USA","Weslaco","Cx. pipiens complex","Cx_quinquefasciatus",26.149,-97.984,"DNA","Both_In_&_Out",123,1,28,1,7,82,4,0,0,0,1,23.1,621,18,51,23.1,621,18,51,27,0.047813094267862,0.00733496332518337,0.0747079597935344,0.00461831024178212,0,0.00353164900842162,0.0119679042567659,0.0018359853121175,0.0186998504011968,0.00441996464028288,0.00101999184006528,0.00197198422412621,"Nearctic",4447,1554,0,952.727049921517,53.0198533056976,0.84420775988787,187.104852742421,124.234312560743,17.1748576060117,50.2691375974103,0,952.727049921517,53.0198533056976,0.84420775988787,187.104852742421,124.234312560743,17.1748576060117,50.2691375974103,174.503450158154,952.727049921517,1127.23050007967,53.8640610655855,1331.5102104281,174.503450158154,952.727049921517,1127.23050007967,53.8640610655855,1331.5102104281,1103.01440429688,1103.01440429688,0.179210713945591,0.199346754209883,-0.0873271886396091,-0.282667234623932
"115","P_1","S_123","E_151","omondi_2015_unraveling_host-vector-arbovirus_interactions","Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface","Kenya","Mbita","Cx. pipiens complex","Cx_pipiens_sl",-0.437,34.206,"DNA","Outside",15,5,2,6,0,0,2,0,0,0,0,22.5,1052,41,47,22.5,1052,41,47,1152,0.000604960677555959,0.549909255898367,0.0133091349062311,0.000302480338777979,0.0420447670901391,0.0214761040532365,0.00015118300703001,0.137425353390279,0.00332602615466022,7.55915035150049e-05,0.0746088139693099,0.0102804444780407,"Afrotropical",1727,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.411499023438,581.411499023438,-0.806522241011832,-0.381322987670724,-0.0708907524229942,-0.213171361595841
"116","P_1","S_124","E_153","omondi_2015_unraveling_host-vector-arbovirus_interactions","Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface","Kenya","Luanda_Nyamasare","Cx. pipiens complex","Cx_pipiens_sl",0.048,34.626,"DNA","Outside",14,4,0,7,0,2,1,0,0,0,0,21,1808,63,37,21,1808,63,37,1517,0.960096735187424,0,0.00030229746070133,0,0.0383917775090689,0.00120918984280532,0.240042324843171,0,7.55800770916786e-05,0,0.0244123649006122,0.000453480462550072,"Afrotropical",6575,591,0,25281.9260431138,76367.0206351651,589.055532701484,0,5518.29149003692,425.915545047209,2365.2179018922,0,25281.9260431138,76367.0206351651,589.055532701484,0,5518.29149003692,425.915545047209,2365.2179018922,7883.50939192912,25281.9260431138,33165.4354350429,76956.0761678665,33591.3509800902,7883.50939192912,25281.9260431138,33165.4354350429,76956.0761678665,33591.3509800902,1297.07312011719,1297.07312011719,0.848467427947774,-0.110164713940221,1.23117167827906,1.06943117546799
"117","P_1","S_124","E_154","omondi_2015_unraveling_host-vector-arbovirus_interactions","Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface","Kenya","Luanda_Nyamasare","An. gambiae",NA,0.048,34.626,"DNA","Outside",7,5,0,2,0,0,0,0,0,0,0,21,1808,63,37,21,1808,63,37,1517,0.960096735187424,0,0.00030229746070133,0,0.0383917775090689,0.00120918984280532,0.240042324843171,0,7.55800770916786e-05,0,0.0244123649006122,0.000453480462550072,"Afrotropical",6575,591,0,25281.9260431138,76367.0206351651,589.055532701484,0,5518.29149003692,425.915545047209,2365.2179018922,0,25281.9260431138,76367.0206351651,589.055532701484,0,5518.29149003692,425.915545047209,2365.2179018922,7883.50939192912,25281.9260431138,33165.4354350429,76956.0761678665,33591.3509800902,7883.50939192912,25281.9260431138,33165.4354350429,76956.0761678665,33591.3509800902,1297.07312011719,1297.07312011719,0.848467427947774,-0.110164713940221,1.23117167827906,1.06943117546799
"118","P_1","S_128","E_160","omondi_2015_unraveling_host-vector-arbovirus_interactions","Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface","Kenya","Mfangano","Cx. pipiens complex","Cx_pipiens_sl",-0.435,34.215,"DNA","Outside",12,4,0,4,1,2,0,1,0,0,1,22.5,1052,41,47,22.5,1052,41,47,1152,0.00302023557837511,0.547266686801571,0.0111748716399879,0.000302023557837511,0.0413772274237391,0.0208396254907883,0.000756029333938157,0.136992515309594,0.00279730853557118,7.56029333938157e-05,0.0793074771301126,0.0110380282754971,"Afrotropical",1736,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.411499023438,581.411499023438,-0.806638315550935,-0.385459433107604,-0.0708907524229942,-0.213171361595841
"119","P_1","S_128","E_161","omondi_2015_unraveling_host-vector-arbovirus_interactions","Unraveling Host-Vector-Arbovirus Interactions by Two-Gene High Resolution Melting Mosquito Bloodmeal Analysis in a Kenyan Wildlife-Livestock Interface","Kenya","Mfangano","An. gambiae",NA,-0.435,34.215,"DNA","Outside",7,1,1,2,2,0,0,1,0,0,0,22.5,1052,41,47,22.5,1052,41,47,1152,0.00302023557837511,0.547266686801571,0.0111748716399879,0.000302023557837511,0.0413772274237391,0.0208396254907883,0.000756029333938157,0.136992515309594,0.00279730853557118,7.56029333938157e-05,0.0793074771301126,0.0110380282754971,"Afrotropical",1736,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.411499023438,581.411499023438,-0.806638315550935,-0.385459433107604,-0.0708907524229942,-0.213171361595841
"120","P_1","S_130","E_164","pereira_2018_potential_of_aedes","Potential of Aedes albopictus as a bridge vector for enzootic pathogens at the urban-forest interface in Brazil","Brazil","Adolpho Ducke","Ae. albopictus",NA,-3.004,-59.927,"DNA","Outside",61,42,14,0,4,0,1,0,0,0,0,27.4,2165,65,44,27.4,2165,65,44,82,0.0895927601809955,0.00211161387631976,0.293815987933635,0.000301659125188537,0.596078431372549,0.0102564102564103,0.0224134027620557,0.000528262017960909,0.0735038864991321,0.000226398007697532,0.563353709154026,0.00950871632329636,"Neotropical",6206,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.008728027344,701.008728027344,0.398900516315612,-0.38719994511015,-0.0708907524229942,-0.213171361595841
"121","P_1","S_133","E_167","pruszynski_2020_human_blood_feeding","Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature","USA","Key West","Ae. aegypti",NA,24.55975,-81.7837,"DNA","Outside",64,51,13,0,0,0,0,0,0,0,0,25.2,1004,42,47,25.2,1004,42,47,3,0,0.93390250619664,0.03717984026439,0.000826218672541999,0.00275406224180666,0.00385568713852933,0,0.233894330252449,0.00931162919023313,0.000206925093116292,0.00158642571389157,0.00110360049662022,"Nearctic",-2691,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.22143554688,1106.22143554688,-1.20731519413223,-0.0802990542161624,1.74920384962388e-19,3.42406239645597e-18
"122","P_1","S_134","E_168","pruszynski_2020_human_blood_feeding","Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature","USA","Florida Keys","Ae. aegypti",NA,24.6434406666667,-81.4346583333333,"DNA","Outside",82,57,20,0,5,0,0,0,0,0,0,24.9,1057,39,52,24.9,1057,39,52,2,0,0.866959868059373,0.0217152281473337,0.0123694337548103,0.0643210555250137,0.00274876305662452,0,0.217142857142857,0.00543889845094664,0.00330464716006885,0.0226506024096386,0.000688468158347676,"Nearctic",-2084,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.847015380859,409.847015380859,-1.21537143226868,-0.259865837100956,1.74920384962388e-19,3.42406239645597e-18
"123","P_1","S_133","E_169","pruszynski_2020_human_blood_feeding","Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature","USA","Key West","Cx. pipiens complex","Cx_quinquefasciatus",24.55975,-81.7837,"DNA","Outside",82,26,19,0,3,16,13,5,0,0,0,25.2,1004,42,47,25.2,1004,42,47,3,0,0.93390250619664,0.03717984026439,0.000826218672541999,0.00275406224180666,0.00385568713852933,0,0.233894330252449,0.00931162919023313,0.000206925093116292,0.00158642571389157,0.00110360049662022,"Nearctic",-2691,1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.22143554688,1106.22143554688,-1.20731519413223,-0.0802990542161624,1.74920384962388e-19,3.42406239645597e-18
"124","P_1","S_134","E_170","pruszynski_2020_human_blood_feeding","Human Blood Feeding by Aedes aegypti (Diptera: Culicidae) in the Florida Keys and a Review of the Literature","USA","Florida Keys","Cx. pipiens complex","Cx_quinquefasciatus",24.6434406666667,-81.4346583333333,"DNA","Outside",51,13,7,0,12,5,11,3,0,0,0,24.9,1057,39,52,24.9,1057,39,52,2,0,0.866959868059373,0.0217152281473337,0.0123694337548103,0.0643210555250137,0.00274876305662452,0,0.217142857142857,0.00543889845094664,0.00330464716006885,0.0226506024096386,0.000688468158347676,"Nearctic",-2084,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.847015380859,409.847015380859,-1.21537143226868,-0.259865837100956,1.74920384962388e-19,3.42406239645597e-18
"125","P_1","S_135","E_171","radrova_2013_feeding_behavior_and","Feeding Behavior and Spatial Distribution of Culex Mosquitoes (Diptera: Culicidae) in Wetland Areas of the Czech Republic","Czech Republic","České Budějovice, Černíš, Zadní Topole, Blatec, Řežabinec; Mikulov, Nestyt, Nový, Mušlov","Cx. pipiens complex","Cx_pipiens_sl",49.0415,14.91175,"DNA","Outside",59,2,2,0,1,0,52,2,0,0,0,7.7,706,37,36,7.7,706,37,36,460,0.156831366273255,0.0598119623924785,0.00820164032806561,0.0556111222244449,0.0234046809361872,0,0.0391276139142586,0.014922393571892,0.00204621450316914,0.0487597943803963,0.0125268253730598,0,"Palearctic",5056,3001,0,1032.43879853069,8788.6211333053,343.094186083529,13.3038866672466,11.6922698627412,1317.0015506084,63.7845906608032,0,1032.43879853069,8788.6211333053,343.094186083529,13.3038866672466,11.6922698627412,1317.0015506084,63.7845906608032,75.4768605235444,1032.43879853069,1107.91565905423,9131.71531938883,2438.22109632988,75.4768605235444,1032.43879853069,1107.91565905423,9131.71531938883,2438.22109632988,24.3039569854736,24.3039569854736,0.0738442130817621,-0.0879115018508645,-0.0738143132637566,-0.150201556091234
"126","P_1","S_137","E_173","reeves_2022_lizards_are_important","Lizards_Are_Important_Hosts_for_Zoonotic_Flavivirus_Vectors,_Subgenus_Culex,_in_the_Southern_USA","USA","Alachua_NATL","Cx. pipiens complex","Cx_quinquefasciatus",29.632,-82.37,"DNA","Both_In_&_Out",434,1,21,1,40,30,338,3,0,0,0,20.5,1347,57,41,20.5,1347,57,41,38,0.00421496311907271,0.00184404636459431,0.208904109589041,0.0679662802950474,0.0379346680716544,0.00131717597471022,0.00105533935756217,0.000461710968933448,0.0523052569091749,0.123408746124926,0.0646395356506827,0.00587032517643955,"Nearctic",6647,1310,0,965.871167236622,18.2218723835308,1.38259798315244,384.518481412202,148.945565335302,13.9360004491575,20.1688469895556,0,965.871167236622,18.2218723835308,1.38259798315244,384.518481412202,148.945565335302,13.9360004491575,20.1688469895556,169.114412324857,965.871167236622,1134.98557956148,19.6044703666833,1533.44006142284,169.114412324857,965.871167236622,1134.98557956148,19.6044703666833,1533.44006142284,1910.37780761719,1910.37780761719,0.410205734991992,0.31391352655424,-0.147956805297805,-0.393877368441383
"127","P_1","S_143","E_179","roiz_2012_blood_meal_analysis","Blood_meal_analysis,_flavivirus_screening,_and_influence_of_meteorological_variables_on_the_dynamics_of_potential_mosquito_vectors_of_West_Nile_virus_in_northern_Italy","Italy","Trento_province","Cx. pipiens complex","Cx_pipiens_sl",45.9015,10.8645,"DNA","Outside",45,0,0,0,0,0,45,0,0,0,0,10,824,40,26,10,824,40,26,101,0.102243861134632,0.0757832345469941,0.033657917019475,0.0353513971210838,0.442421676545301,0,0.0255921157208711,0.0189688973666084,0.00842473374662216,0.067238912732475,0.40666560695173,0.000105971493668203,"Palearctic",5424,2723,7.24721957666639,204.526216414815,48.2749449930428,232.774063655345,117.554717869183,48.5996183812454,230.681782260291,62.8496356766687,7.24721957666639,204.526216414815,48.2749449930428,232.774063655345,117.554717869183,48.5996183812454,230.681782260291,62.8496356766687,111.449254057914,211.773435991481,323.222690049396,281.049008648387,671.45919017887,111.449254057914,211.773435991481,323.222690049396,281.049008648387,671.45919017887,973.236572265625,973.236572265625,0.209312047205254,-0.504668851744113,-0.101864615483845,-0.264202628053636
"128","P_1","S_144","E_180","romero-vega_2023_seasonal_changes_in","Seasonal changes in the diversity, host preferences and infectivity of mosquitoes in two arbovirus-endemic regions of Costa Rica","Costa Rica","Talamanka","Cx. pipiens complex","Cx_quinquefasciatus",9.569,-82.972,"DNA",NA,25,9,1,0,0,14,0,1,0,0,0,25.4,2536,139,22,25.4,2536,139,22,71,0.00983313468414779,0,0,0,0.988974970202622,0,0.00246029970923731,0,0,0,0.988145828673675,0,"Panamanian",8363,1009,0,606.962142849003,4300.35469791049,81.3185694583598,75.5401614182419,0.0809135776676766,575.902414931428,0.0923851147808494,0,606.962142849003,4300.35469791049,81.3185694583598,75.5401614182419,0.0809135776676766,575.902414931428,0.0923851147808494,0.173298692448526,606.962142849003,607.135441541451,4381.67326736885,1258.57801789112,0.173298692448526,606.962142849003,607.135441541451,4381.67326736885,1258.57801789112,10.8580846786499,10.8580846786499,0.8697095532638,-0.966174160914479,-0.0908107777004753,-0.22263129831019
"129","P_1","S_145","E_181","santos_2019_molecular_identification_of","Molecular identification of blood meals in mosquitoes (Diptera, Culicidae) in urban and forested habitats in southern Brazil","Brazil","Ilha dos Valadares","Cx. pipiens complex","Cx_quinquefasciatus",-25.526,-48.505,"DNA",NA,27,4,4,0,0,17,2,0,0,0,0,20.5,2056,80,43,20.5,2056,80,43,7,0.0133952979770366,0.387916894477857,0.0727173318753417,0.000273373428102788,0.428649535265172,0.0071077091306725,0.0033515731874145,0.0970588235294118,0.0181942544459644,0.00451436388508892,0.548358413132695,0.00280437756497948,"Neotropical",3310,5069,13.629479159838,296.848308262581,575411.431574252,14.5681615326259,92.3689910336081,76.393746442507,236.436506426836,108.59787453331,13.629479159838,296.848308262581,575411.431574252,14.5681615326259,92.3689910336081,76.393746442507,236.436506426836,108.59787453331,184.991620975817,310.477787422419,495.469408398236,575425.999735784,824.27490585868,184.991620975817,310.477787422419,495.469408398236,575425.999735784,824.27490585868,6747.77587890625,6747.77587890625,-0.60552823005982,-0.857110892490096,-0.635507201380456,0.425143349721116
"130","P_1","S_146","E_182","santos_2019_molecular_identification_of","Molecular identification of blood meals in mosquitoes (Diptera, Culicidae) in urban and forested habitats in southern Brazil","Brazil","Estadual do Palmito","Cx. pipiens complex","Cx_quinquefasciatus",-23.172,-50.656,"DNA",NA,9,0,0,0,0,0,9,0,0,0,0,20.7,1277,52,37,20.7,1277,52,37,619,0.348675034867504,0,0.0231520223152022,0.0415620641562064,0.197768479776848,0.0200836820083682,0.0870473537604457,0,0.00577994428969359,0.0266713091922006,0.154735376044568,0.0241643454038997,"Neotropical",6476,1733,25.0568940316,3836.88998642064,21770.6609897779,156.241179382951,119.780693248332,34.567881608357,175.886309374412,64.6345914150744,25.0568940316,3836.88998642064,21770.6609897779,156.241179382951,119.780693248332,34.567881608357,175.886309374412,64.6345914150744,99.2024730234313,3861.94688045224,3961.14935347567,21926.9021691609,4256.81635609842,99.2024730234313,3861.94688045224,3961.14935347567,21926.9021691609,4256.81635609842,2654.525390625,2654.525390625,0.534506105847492,-0.187825147704653,-0.0144410240962543,-0.152518750271727
"131","P_1","S_147","E_183","schoener_2019_protozoan_parasites_in","Protozoan parasites in Culex pipiens mosquitoes in Vienna","Austria","University of Vienna","Cx. pipiens complex","Cx_pipiens_f_pipiens",48.256,16.4285,"DNA",NA,7,6,0,0,0,0,1,0,0,0,0,9.9,622,35,26,9.9,622,35,26,159,0.0659630606860158,0.0379541303024153,0.52689263243353,0.00202963263649279,0.0840267911508017,0,0.0164732120229104,0.00947843276395154,0.131582948958386,0.00223021947387095,0.210147498606113,0,"Palearctic",3652,2373,0,208.817251302106,1544.31637364841,129.269361135039,77.8442107942947,16.4220775940385,619.641554354163,145.747398762062,0,208.817251302106,1544.31637364841,129.269361135039,77.8442107942947,16.4220775940385,619.641554354163,145.747398762062,162.1694763561,208.817251302106,370.986727658207,1673.58573478345,1068.47249280666,162.1694763561,208.817251302106,370.986727658207,1673.58573478345,1068.47249280666,4184.5361328125,4184.5361328125,-0.0859830560768389,0.398582440535546,-0.0949700199986286,-0.230193151655603
